1732664291-31,https://sn.coinafrique.com/categorie/villas?page=119,Vente Maison - Keur Massar,https://sn.coinafrique.com/annonce/villas/vente-maison-keur-massar-1973716,5,2,150 m2,"Keur Massar, Sénégal"
1732664294-32,https://sn.coinafrique.com/categorie/villas?page=119,Location villa 5 pièces - Rufisque,https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-rufisque-1974197,5,2,150,"Rufisque, Sénégal"
1732664297-33,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa- Parcelle Assainies,https://sn.coinafrique.com/annonce/villas/vente-villa-parcelle-assainies-1974526,150,,,"Parcelle Assainies, Dakar, Sénégal"
1732664300-34,https://sn.coinafrique.com/categorie/villas?page=119,Locatio  Villa -  Cité Taco Rufisque,https://sn.coinafrique.com/annonce/villas/locatio-villa-cite-taco-rufisque-1974620,3,2,150 m2,"Rufisque, Sénégal"
1732664303-35,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa - Parcelles Assainies,https://sn.coinafrique.com/annonce/villas/vente-villa-parcelles-assainies-1975239,5,3,,"Parcelle Assainies, Dakar, Sénégal"
1732664306-36,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa Keur Massar,https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-1975244,4,4,,"Keur Massar, Sénégal"
1732664309-37,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa meublée 4 piéces - Grand mbao,https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-4-pieces-grand-mbao-1977849,,,,"Dakar, Sénégal"
1732664311-38,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 4piéces -Sn Hlm,https://sn.coinafrique.com/annonce/villas/vente-villa-4pieces-sn-hlm-1979124,4,,,"Guédiawaye, Dakar, Sénégal"
1732664315-39,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 150m² - Sicap Liberté,https://sn.coinafrique.com/annonce/villas/vente-villa-150m-sicap-liberte-1979196,3,1,150 m2,"Sicap Liberté, Dakar, Sénégal"
1732664318-40,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 6 piéces - Cité alioune sow,https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-cite-alioune-sow-1979219,150 m2,,,"Guédiawaye, Dakar, Sénégal"
1732664322-41,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa 150 m2 - Cité Alioune Sow,https://sn.coinafrique.com/annonce/villas/vente-villa-150-m2-cite-alioune-sow-1979243,4,1,150 m2,"Guédiawaye, Dakar, Sénégal"
1732664326-42,https://sn.coinafrique.com/categorie/villas?page=119,Location villa 3 piéces - Sicap  carakh,https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-sicap-carakh-1979245,3,1,161 m2,"Sicap Liberté, Dakar, Sénégal"
1732664330-43,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa,https://sn.coinafrique.com/annonce/villas/vente-villa-1979271,5,2,200 m2,"Guédiawaye, Dakar, Sénégal"
1732664335-44,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 7 piéces - Ouakam,https://sn.coinafrique.com/annonce/villas/vente-villa-7pieces-ouakam-1979345,7,3,160 m2,"Ouakam, Dakar, Sénégal"
1732664338-45,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 4 pièces - Pikine,https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-pikine-1979436,4,150,,"Pikine, Sénégal"
1732664340-46,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 5 pièces - Pikine,https://sn.coinafrique.com/annonce/villas/vente-villa-5pieces-pikine-1979683,5,2,150 m2,"Pikine, Sénégal"
1732664346-47,https://sn.coinafrique.com/categorie/villas?page=119,Location Villa Unité 6 Keur Massar,https://sn.coinafrique.com/annonce/villas/location-villa-unite-6-keur-massar-1979952,170 m2,,,"Keur Massar, Sénégal"
1732664349-48,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 5 pièces - VDN 2,https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-vdn-2-1980479,7,320 m2,,"Guédiawaye, Dakar, Sénégal"
1732664352-49,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 3 pièces - Saly,https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-saly-1980703,2,2,250 m2,"Thiès Nord, Thies, Sénégal"
1732664355-50,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa 5 pièces - Rufisque,https://sn.coinafrique.com/annonce/villas/vente-villa-5pieces-rufisque-1980787,5,3,1000 m2,"Rufisque, Sénégal"
1732664358-51,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa 7 Pièces 150 m² - Petit Mbao,https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-150-m-petit-mbao-1980895,4,4,150 m2,"Keur Massar, Sénégal"
1732664361-52,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa - Cité doudou,https://sn.coinafrique.com/annonce/villas/vente-villa-cite-doudou-1981311,,,,"Mermoz-Sacré-Cœur, Dakar, Sénégal"
1732664365-53,https://sn.coinafrique.com/categorie/villas?page=119,Location villa 3 pièces - Mamelles,https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-mamelles-1983719,3,3,,"Ouakam, Dakar, Sénégal"
1732664368-54,https://sn.coinafrique.com/categorie/villas?page=119,Vente villas 6 pièces - Dakar Plateau,https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-dakar-plateau-1984170,6,7,432,"Dakar Plateau, Dakar, Sénégal"
1732664371-55,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa  9 piéces - Hlm grand yoff,https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-hlm-grand-yoff-1984294,,,,"Mermoz-Sacré-Cœur, Dakar, Sénégal"
1732664374-56,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa - Cite Gendarmerie,https://sn.coinafrique.com/annonce/villas/vente-villa-cite-gendarmerie-1984362,,,,"Dakar, Sénégal"
1732664377-57,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa - Petit Mbao,https://sn.coinafrique.com/annonce/villas/vente-villa-petit-mbao-1984458,,,,"Dakar, Sénégal"
1732664381-58,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa - Keur Massar cite almadies 2,https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-cite-almadies-2-1984578,,,,"Dakar, Sénégal"
1732664385-59,https://sn.coinafrique.com/categorie/villas?page=119,Location villa R+1 - Nord Foire,https://sn.coinafrique.com/annonce/villas/location-villa-r1-nord-foire-1985676,7,8,1 m2,"Yoff, Dakar, Sénégal"
1732664388-60,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa r+1 - Cité Alioune Sow,https://sn.coinafrique.com/annonce/villas/vente-villa-r1-cite-alioune-sow-1986128,150 m2,,,"Dakar-Plateau, Dakar, Sénégal"
1732664391-61,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa - Liberté 6,https://sn.coinafrique.com/annonce/villas/vente-villa-liberte-6-1986158,6,2,150 m2,"Biscuiterie, Dakar, Sénégal"
1732664394-62,https://sn.coinafrique.com/categorie/villas?page=119,Location villa 7 pièces - Almadies,https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadies-1986453,7,5,300,"Dakar, Sénégal"
1732664397-63,https://sn.coinafrique.com/categorie/villas?page=119,Location Villa 5 pièces - Almadies,https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-1986524,5,4,350,"Ngor, Dakar, Sénégal"
1732664401-64,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa Rufisque,https://sn.coinafrique.com/annonce/villas/vente-villa-rufisque-1986534,150 m2,,,"Patte d'Oie, Dakar, Sénégal"
1732664404-65,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 7 pièces - Mermoz Sacré-coeur,https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-mermoz-sacre-coeur-1986568,7,5,400,"Mermoz-Sacré Coeur, Dakar, Sénégal"
1732664407-66,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa 8 pièces 750m² - Ngor,https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-750m-ngor-1986728,8,5,750,"Ngor, Dakar, Sénégal"
1732664410-67,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 3 piéces -  Thies,https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-thies-1988978,3,300 m2,,"Thiès Nord, Thies, Sénégal"
1732664415-68,https://sn.coinafrique.com/categorie/villas?page=119,Location villas 5 pièces - Mermoz,https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-mermoz-1989434,5,3,300,"Mermoz-Sacré Coeur, Dakar, Sénégal"
1732664418-69,https://sn.coinafrique.com/categorie/villas?page=119,Location villa 2 pièces - Mamelles,https://sn.coinafrique.com/annonce/villas/location-villa-2-pieces-mamelles-1989833,2,2,,"Ouakam, Dakar, Sénégal"
1732664421-70,https://sn.coinafrique.com/categorie/villas?page=119,Location villa 3 pièces - Mamelles,https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-mamelles-1989836,3,2,,"Ouakam, Dakar, Sénégal"
1732664424-71,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 5 piéces - Parcelles assaibies,https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-parcelles-assaibies-1990011,10,6,150 m2,"Guédiawaye, Dakar, Sénégal"
1732664427-72,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 523 m² - Sicap baobab,https://sn.coinafrique.com/annonce/villas/vente-villa-523-m-sicap-baobab-1992395,4,3,523 m2,"Sicap Liberté, Dakar, Sénégal"
1732664430-73,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa Keur Massar,https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-1992421,2,2,,"Keur Massar, Sénégal"
1732664433-74,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa 4 Pièces - Keur Massar,https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-1992431,3,3,150 m2,"Keur Massar, Sénégal"
1732664436-75,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa 5 Pièces 204 m² - Keur Massar,https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-204-m-keur-massar-1992434,4,4,150 m2,"Keur Massar, Sénégal"
1732664440-76,https://sn.coinafrique.com/categorie/villas?page=119,Villa à louer aux Mamelles,https://sn.coinafrique.com/annonce/villas/villa-a-louer-aux-mamelles-1993807,5,5,,"Ouakam, Dakar, Sénégal"
1732664442-77,https://sn.coinafrique.com/categorie/villas?page=119,Location Villa 5 pièces - Dakar,https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-dakar-1995442,5,6,1000,"Dakar, Sénégal"
1732664445-78,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa  4 piéces - Dakar,https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-dakar-1995499,,,,"Mermoz-Sacré-Cœur, Dakar, Sénégal"
1732664448-79,https://sn.coinafrique.com/categorie/villas?page=119,Location Villa 3 pièces - Yoff,https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-yoff-1996695,3,2,200,"Yoff, Dakar, Sénégal"
1732664450-80,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa 5 pièces - Rufisque,https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-rufisque-1997361,5,4,300,"Rufisque, Sénégal"
1732664453-81,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa R+1 - Saly,https://sn.coinafrique.com/annonce/villas/vente-villa-r1-saly-1997956,1000 m2,,,"Mbour, Sénégal"
1732664456-82,https://sn.coinafrique.com/categorie/villas?page=119,Location villa - Sicap liberté,https://sn.coinafrique.com/annonce/villas/location-villa-sicap-liberte-1998037,1,2,80,"Sicap Liberté, Dakar, Sénégal"
1732664458-83,https://sn.coinafrique.com/categorie/villas?page=119,Vente villa,https://sn.coinafrique.com/annonce/villas/vente-villa-1998549,8,4,172 m2,"Dakar Plateau, Dakar, Sénégal"
1732664461-84,https://sn.coinafrique.com/categorie/villas?page=119,Vente Villa 3 Pièces 400 m² - Saly,https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-400-m-saly-1998598,2,400 m2,,"Thies, Sénégal"
1732664467-85,https://sn.coinafrique.com/categorie/villas?page=118,Location Villa - Ouakam,https://sn.coinafrique.com/annonce/villas/location-villa-ouakam-1998619,6,3,150 m2,"Ouakam, Dakar, Sénégal"
1732664470-86,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villa - Saly,https://sn.coinafrique.com/annonce/villas/vente-villa-saly-1998653,,,,"Saly, Sénégal"
1732664473-87,https://sn.coinafrique.com/categorie/villas?page=118,Vente Maison - Mbour,https://sn.coinafrique.com/annonce/villas/vente-maison-mbour-1998665,6,4,180 m2,"Thies, Sénégal"
1732664476-88,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa  - Bambilor,https://sn.coinafrique.com/annonce/villas/vente-villa-bambilor-2000367,4,2,150 m2,"Dakar, Sénégal"
1732664478-89,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa - Almadies,https://sn.coinafrique.com/annonce/villas/vente-villa-almadies-2000424,4,2,150 m2,"Dakar, Sénégal"
1732664481-90,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa 4 piéces - Sacré-cœur,https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sacre-cur-2000972,8,4,188 m2,"Mermoz-Sacré Coeur, Dakar, Sénégal"
1732664484-91,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa 5 pièces - Dakar,https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-dakar-2002082,5,4,300,"Dakar, Sénégal"
1732664487-92,https://sn.coinafrique.com/categorie/villas?page=118,Vente maison - Keur Massar,https://sn.coinafrique.com/annonce/villas/vente-maison-keur-massar-2002126,3,2,150 m2,"Keur Massar, Sénégal"
1732664490-93,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa R+1 - Pikine cité Comico 4,https://sn.coinafrique.com/annonce/villas/vente-villa-r1-pikine-cite-comico-4-2002246,150,,,"Pikine, Sénégal"
1732664493-94,https://sn.coinafrique.com/categorie/villas?page=118,Vente villas - Malika,https://sn.coinafrique.com/annonce/villas/vente-villas-malika-2002573,,,,"Dakar, Sénégal"
1732664496-95,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villas  4 pièces- Zac Mbao,https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-zac-mbao-2002646,,,,"Dakar, Sénégal"
1732664499-96,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villas - Petit Bbao,https://sn.coinafrique.com/annonce/villas/vente-villas-petit-bbao-2002660,,,,"Dakar, Sénégal"
1732664503-97,https://sn.coinafrique.com/categorie/villas?page=118,Vente villas 3 piéces - Keur massar unité 15,https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-keur-massar-unite-15-2002758,150,,,"Dakar, Sénégal"
1732664507-98,https://sn.coinafrique.com/categorie/villas?page=118,Vente villas - Dakar,https://sn.coinafrique.com/annonce/villas/vente-villas-dakar-2002810,150,,,"Dakar, Sénégal"
1732664510-99,https://sn.coinafrique.com/categorie/villas?page=118,Vente villas R+ - Cite Soprim,https://sn.coinafrique.com/annonce/villas/vente-villas-r-cite-soprim-2002878,160,,,"Dakar, Sénégal"
1732664512-100,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villas - Scat Urbam,https://sn.coinafrique.com/annonce/villas/vente-villas-scat-urbam-2002891,,,,"Dakar, Sénégal"
1732664515-101,https://sn.coinafrique.com/categorie/villas?page=118,Vente villas - Mbour,https://sn.coinafrique.com/annonce/villas/vente-villas-mbour-2003556,250,,,"Mbour, Sénégal"
1732664518-102,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa - Nord Foire,https://sn.coinafrique.com/annonce/villas/vente-villa-nord-foire-2003591,5,5,200 m2,"Yoff, Dakar, Sénégal"
1732664522-103,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa - Hangars Pèlerin,https://sn.coinafrique.com/annonce/villas/vente-villa-hangars-pelerin-2003628,5,5,180 m2,"Yoff, Dakar, Sénégal"
1732664525-104,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa - Hangars aéroport,https://sn.coinafrique.com/annonce/villas/vente-villa-hangars-aeroport-2003786,5,5,180 m2,"Yoff, Dakar, Sénégal"
1732664527-105,https://sn.coinafrique.com/categorie/villas?page=118,Location Villa R+1 5 pièces Sipres 1 liberté 6,https://sn.coinafrique.com/annonce/villas/location-villa-r1-5-pieces-sipres-1-liberte-6-2004312,5,3,1 m2,"Sicap Liberté, Dakar, Sénégal"
1732664530-106,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa 7 pièces - Mamelles,https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-mamelles-2004416,7,8,200,"Ngor, Dakar, Sénégal"
1732664533-107,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villa 7 pièces - Ngor,https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-ngor-2004576,7,7,250,"Ngor, Dakar, Sénégal"
1732664535-108,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villa,https://sn.coinafrique.com/annonce/villas/vente-villa-2005533,14,4,180 m2,"Keur Massar, Sénégal"
1732664538-109,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villas 4 pièces - Thies,https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-thies-2007808,4,3,300,"Thies, Sénégal"
1732664540-110,https://sn.coinafrique.com/categorie/villas?page=118,Vente villas 4 pièces - Thies,https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-thies-2007836,4,3,300,"Thies, Sénégal"
1732664543-111,https://sn.coinafrique.com/categorie/villas?page=118,Vente Maison à finir 5 Pièces 300 m² - Ngaparou,https://sn.coinafrique.com/annonce/villas/vente-maison-a-finir-5-pieces-300-m-ngaparou-2008542,4,300 m2,,"Thies, Sénégal"
1732664545-112,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villa - Cité Douane,https://sn.coinafrique.com/annonce/villas/vente-villa-cite-douane-2008560,210 m2,,,"Biscuiterie, Dakar, Sénégal"
1732664548-113,https://sn.coinafrique.com/categorie/villas?page=118,Vente villas 10 pièces,https://sn.coinafrique.com/annonce/villas/vente-villas-10-pieces-2009266,10,7,550,"Point E, Dakar, Sénégal"
1732664551-114,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa 5 pièces - Point E,https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-point-e-2009300,5,4,380,"Point E, Dakar, Sénégal"
1732664553-115,https://sn.coinafrique.com/categorie/villas?page=118,Location Villa 4 pièces - Mermoz Sacré Coeur,https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-mermoz-sacre-coeur-2009509,4,5,400,"Mermoz-Sacré Coeur, Dakar, Sénégal"
1732664556-116,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villa à démolir 200 m² - Sacré Coeur,https://sn.coinafrique.com/annonce/villas/vente-villa-a-demolir-200-m-sacre-coeur-2011172,200 m2,,,"Mermoz-Sacré Coeur, Dakar, Sénégal"
1732664559-117,https://sn.coinafrique.com/categorie/villas?page=118,Location Villa 6 Pièces - Virage,https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-virage-2011542,6,4,,"Dakar, Sénégal"
1732664562-118,https://sn.coinafrique.com/categorie/villas?page=118,Location Villa 8 Pièces - Saly,https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-saly-2011699,8,6,600,"Saly, Sénégal"
1732664564-119,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villas 6 pièces - Ngekhokh,https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-ngekhokh-2011735,6,3,300,"Mbour, Sénégal"
1732664568-120,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villa - Parcelles Assainies,https://sn.coinafrique.com/annonce/villas/vente-villa-parcelles-assainies-2012191,6,1,150 m2,"Parcelle Assainies, Dakar, Sénégal"
1732664572-121,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villa lac Rose,https://sn.coinafrique.com/annonce/villas/vente-villa-lac-rose-2012367,5,2,150 m2,"Mermoz-Sacré-Cœur, Dakar, Sénégal"
1732664575-122,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villa 7 pièces Somone,https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-somone-2012389,11,600 m2,,"Sicap Liberté, Dakar, Sénégal"
1732664577-123,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villa Gorom,https://sn.coinafrique.com/annonce/villas/vente-villa-gorom-2012391,600 m2,,,"Mermoz-Sacré-Cœur, Dakar, Sénégal"
1732664580-124,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villa Sendou,https://sn.coinafrique.com/annonce/villas/vente-villa-sendou-2012534,600 m2,,,"Rufisque, Sénégal"
1732664582-125,https://sn.coinafrique.com/categorie/villas?page=118,Location Villa 4 Pièces - Ngor,https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-ngor-2012850,3,1,200,"Ngor, Dakar, Sénégal"
1732664585-126,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa 7 pièces - Ouakam,https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-ouakam-2013174,7,3,300,"Ouakam, Dakar, Sénégal"
1732664588-127,https://sn.coinafrique.com/categorie/villas?page=118,Location Villa 3 pièces - Fass,https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-fass-2013271,3,2,100,"Fass, Dakar, Sénégal"
1732664590-128,https://sn.coinafrique.com/categorie/villas?page=118,Vente - location maison - terrain,https://sn.coinafrique.com/annonce/villas/vente-location-maison-terrain-2013293,,,,"Dakar, Sénégal"
1732664593-129,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villa 8 pièces - Mbour,https://sn.coinafrique.com/annonce/villas/vente-villa-8pieces-mbour-2013314,8,4,600 m2,"Mbour, Sénégal"
1732664595-130,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villa  R+1 - Keur Massar,https://sn.coinafrique.com/annonce/villas/vente-villa-r1-keur-massar-2013483,6,3,300,"Guediawaye, Dakar, Sénégal"
1732664598-131,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa - Mariste,https://sn.coinafrique.com/annonce/villas/vente-villa-mariste-2013653,1,1,283 m2,"Hann Bel-Air, Dakar, Sénégal"
1732664601-132,https://sn.coinafrique.com/categorie/villas?page=118,Location Villa - VDN derrière Hypermarché Exclusive,https://sn.coinafrique.com/annonce/villas/location-villa-vdn-derriere-hypermarche-exclusive-2013658,1,1,1 m2,"Yoff, Dakar, Sénégal"
1732664603-133,https://sn.coinafrique.com/categorie/villas?page=118,Location Villa  5 Pièces Sicap foire,https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-sicap-foire-2013662,1,1,1 m2,"Yoff, Dakar, Sénégal"
1732664606-134,https://sn.coinafrique.com/categorie/villas?page=118,Vente Villas 6 pièces - Sindia,https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-sindia-2013666,6,4,400 m2,"Mbour, Sénégal"
1732664609-135,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa 540m²  - Amitié,https://sn.coinafrique.com/annonce/villas/vente-villa-540m-amitie-2013684,540 m2,,,"Point E, Dakar, Sénégal"
1732664611-136,https://sn.coinafrique.com/categorie/villas?page=118,Location villas 6 pièces - Mbour,https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-mbour-2014764,6,2,90,"Mbour, Sénégal"
1732664614-137,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa - Nord foire,https://sn.coinafrique.com/annonce/villas/vente-villa-nord-foire-2015935,,,,"Mermoz-Sacré-Cœur, Dakar, Sénégal"
1732664617-138,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa - Point e,https://sn.coinafrique.com/annonce/villas/vente-villa-point-e-2016584,8,3,300,"Point E, Dakar, Sénégal"
1732664619-139,https://sn.coinafrique.com/categorie/villas?page=118,Vente villa - Parcelles Assainies unité 14,https://sn.coinafrique.com/annonce/villas/vente-villa-parcelles-assainies-unite-14-2016600,150,,,"Dakar, Sénégal"
1732664622-140,https://sn.coinafrique.com/categorie/villas?page=118,Vente villas - Keur Massar unite 21,https://sn.coinafrique.com/annonce/villas/vente-villas-keur-massar-unite-21-2016625,300,,,"Dakar, Sénégal"
